Sentence,label
ቀፈቀፈ,Idiom
ቀፎእ የቀረ,Idiom
ቁልፍ ሰው,Idiom
ቁመተ ስጋ,Idiom
ቁመተ ዶሮ,Idiom
ቁመት አለብኝ,Idiom
ቁመና ቢስ,Idiom
ቁም ለቁም ,Idiom
ቁም ስቃይ,Idiom
ቁም ስቅል አሳየ,Idiom
ቁም ስቅል አሳየ,Idiom
ቁም አፍ,Idiom
ቁም እስር,Idiom
ቁስለ ስጋ,Idiom
ቁስሉ መጠጠ,Idiom
ቁስሉ ሸፈጠ,Idiom
ቁስሉ ቂም ያዘ,Idiom
ቁራ ያወለቀው,Idiom
ቁራ ይጮህበታል,Idiom
ቁራጫም,Idiom
ቁርሴን ለካክፌ ነው የወጣሁት,Idiom
ቁርበት,Idiom
ቁርበት መጣል,Idiom
ቁርባን,Idiom
ቁብ የለሽ,Idiom
ቁቲት በጣሽ,Idiom
ቁና ቁና ተነፈሰ,Idiom
ቁጣየን ቀሙኝ,Idiom
ቁጥብ,Idiom
ቂል አደረገው,Idiom
ቂሙን ቀረፈ,Idiom
ቂሙን ቀረፈ,Idiom
ቂም በቀል,Idiom
ቂም አረገዘ,Idiom
ቂጡ ቄጠማ ቆረጠ,Idiom
ቂጡ ወልቋል,Idiom
ቂጡን ጣለ,Idiom
ቂጡን ጣለ,Idiom
ቂጣ,Idiom
ቂጣ ቆረጥ,Idiom
ቂጣም,Idiom
ቂጥ ለቂጥ ገጠመ,Idiom
ቂጥና ወገቡ የተገናኘ,Idiom
ቂጥኛም ከውርዴ ይጫወታል,Idiom
ቂጥኝ ነካው,Idiom
ቃለ ከባድ,Idiom
ቃሉ ጎደለ,Idiom
ቃሉን ሰጠ,Idiom
ቃሉን ሰጠኝ,Idiom
ቃሉን ነቀለ,Idiom
ቃሉን አጎደለ,Idiom
ቃሉን አጠፈ,Idiom
ቃሉን አጠፈ,Idiom
ቃሌ ነው,Idiom
ቃል ለምድር ለሰማይ አለ,Idiom
ቃል ማሰሪያ ,Idiom
ቃል ሰጠ,Idiom
ቃል በቃል,Idiom
ቃል አሰረ,Idiom
ቃል አባይ,Idiom
ቃል አይነጥበውም,Idiom
ቃል አጠረው,Idiom
ቃል ኪዳን ተጋባ,Idiom
ቃል ገባ,Idiom
ቃልዎ ይድረሰኝ አለ,Idiom
ቃሪያ,Idiom
ቃሪያ ድምጥ,Idiom
ቃሪያ ጥፊ,Idiom
ቃር አያውቅሽ,Idiom
ቃናው ተለወጠ,Idiom
ቅሌን ጨርቄን አለ,Idiom
ቅል ራስ,Idiom
ቅል አንገት ,Idiom
ቅልት አለ,Idiom
ቅልጥም ነጨ,Idiom
ቅልጥጥ ቅብጥጥ አለ,Idiom
ቅመም,Idiom
ቅስሙ ተሰበረ,Idiom
ቅስሙ ተሰበረ,Idiom
ቅስናውን አፈረሰ,Idiom
ቅሬታ ገባው,Idiom
ቅርሻ ቅርሻ አለ,Idiom
ቅርብ ለቅርብ,Idiom
ቅርጥ የለሽ,Idiom
ቅርጥፍ አድርጎ በላ,Idiom
ቅርጥፍ ያለ ውሸታም,Idiom
ቅቤ አንጓች,Idiom
ቅቤ ጠባሽ,Idiom
ቅቤ ጠባሽ,Idiom
ቅኔ ቆጠረ,Idiom
ቅኔ ነጋሪ,Idiom
ቅኔ አትናገር,Idiom
ቅንድብ መሸለለ,Idiom
ቅዝዝ አለው,Idiom
ቅዱስ ባለጌ አለ,Idiom
ቅዳሴ ታጎለ,Idiom
ቅድ አፍ,Idiom
ቅጠል የለሽ,Idiom
ቅጡም እንዲያ ነው,Idiom
ቅጥ ያጣ,Idiom
ቅጥብ,Idiom
ቅጥየለሽ,Idiom
ቅፍፍ ያለ,Idiom
ቆላ እና ደጋ ረገጠ,Idiom
ቆላ ደጋ ረገጠ,Idiom
ቆሌቢስ,Idiom
ቆሌው ተነስቷል,Idiom
ቆሌያም,Idiom
ቆመብኝ,Idiom
ቆማ ቀር,Idiom
ቆራጭ ፈላጭ,Idiom
ቆርጦ ቀጥል,Idiom
ቆሽቱ አረረ,Idiom
ቆሽት አንድድ,Idiom
ቆቡን ቀደደ,Idiom
ቆቡን ጣለ,Idiom
ቆቡን ጣለ,Idiom
ቆብ ጫነ,Idiom
ቆቻ ዋለ,Idiom
ቆነደደ,Idiom
ቆይታ ያዘ,Idiom
ቆዳ መሬት,Idiom
ቆዳ ተማሪ,Idiom
ቆዳው ሞኝ,Idiom
ቆዳውን አስወደደ,Idiom
ቋቅ አለው,Idiom
ቋቱ ጠብ አለ,Idiom
ቋንቋ ለቋንቋ,Idiom
ቋንቋው አልገባውም,Idiom
በሀብት ተነከረ,Idiom
በሀዘን ሰጠመ,Idiom
በሀይል ተመነጠቀ,Idiom
በሆነ ባልሆነ ,Idiom
በለስ ቀናው,Idiom
በላብ ሰጠመ,Idiom
በሌ ስል ነበር,Idiom
በልቡ ያዘ,Idiom
በልብ አዋለ,Idiom
በልክ በልተህ በልክ ጠጣ,Idiom
በመላ ሂድ,Idiom
በመላ ሄዶ በመላ ተመለሰ,Idiom
በመጠጥ ተራጨ,Idiom
በማጅራቱ አረደው,Idiom
በምን አንጀቴ,Idiom
በምጥ ማርያም አለ,Idiom
በሞተ ከዳ,Idiom
በሰው ንብረት አለቀሰ,Idiom
በሰው ፊት ቀለለ,Idiom
በሰፈሩት ቁና,Idiom
በረገድ በረገዱ,Idiom
በሩ ሁሉ ተዘጋበት,Idiom
በራብ አለንጋ ተገረፈ,Idiom
በሬው ላሟን አጠቃት,Idiom
በር መታ,Idiom
በሹመት ነበበ,Idiom
በሽታ ለከፈው,Idiom
በሽታ ተነሳ,Idiom
በሽታው ቀለለው,Idiom
በቀላሉ ሸጠኝ,Idiom
በቀኝ አውለኝ,Idiom
በቀኝ ጎን ተነሳ,Idiom
በቁሙ ሞተ,Idiom
በቁሙ ቀበረው,Idiom
በቁሙ ተመለሰ,Idiom
በትምህርት ሞረደው,Idiom
በትምህርት ወቀረ,Idiom
በነቂስ ወጣ,Idiom
በነገር ለበለበው,Idiom
በነገር ረጨኝ,Idiom
በነገር ሸቀጠ,Idiom
በነገር ሸነቆጠው,Idiom
በነገር ቀቀለኝ,Idiom
በነገር ተሸረከተ,Idiom
በንዴት ሆዱ ነፈረ,Idiom
በአመሉ ደገለኝ,Idiom
በአንጅ እጅ ማጨብጨብ,Idiom
በአንገቴ ልታረድ አለ,Idiom
በአእምሮው ዘገነ,Idiom
በአጭር ቀጨ,Idiom
በአጭር ተቀጠፈ,Idiom
በአጭር ያስቀርህ,Idiom
በእሱ ቆርበሀል እንዴ,Idiom
በእርሳስ ነደፈ,Idiom
በእኔና በእርሱ መካከል ነቅ ገብቷል,Idiom
በእንቅልፍ ልብ,Idiom
በእንባ ተራጨ,Idiom
በእጁ ነፍስ አሳለፈ,Idiom
በእግር ተፈረስ አስፈለገ,Idiom
በወረት በወረት,Idiom
በዋለ ቀረ,Idiom
በውቃቢህ,Idiom
በዉሃ ይለቅልህ,Idiom
በዘልማድ,Idiom
በደሙ ገባ,Idiom
በደረቁ ላጨ,Idiom
በደረቁ ላጨው,Idiom
በደነዙ አረደኝ,Idiom
በዱላ አላሸቀው,Idiom
በዱላ አራ,Idiom
በድንገት ሀቅ ብሎ ቀረ,Idiom
በገዛ እጁ እባብ ጠመጠመ,Idiom
በገደብ ተለቀቀ,Idiom
በጋብቻ ታሰረ,Idiom
በግዳጅ ላይ ነው,Idiom
በጎደለ ሞላ,Idiom
በጢስ አንዳንድ ብር እንዲዋጣ ታዟል,Idiom
በጣት የሚቆጠር,Idiom
በጥሪ ለጠፈበት,Idiom
በጥርሱ ሸኘው,Idiom
በጥርስ ሸኘው,Idiom
በጥፊ ቀለጠ,Idiom
በጥፊ ወለወለው,Idiom
በጦር ማገረበት,Idiom
በጦር ሸከሸከው,Idiom
በጨው ደንደስ በርበሬ ተወደስ,Idiom
በጨጓራህ ይቆረባል,Idiom
በጫጩት  ታሰሰ,Idiom
ቡዳ ቀረጠፈው,Idiom
ቢረግጥ ይገል,Idiom
ቢነስርም ቢከስርም,Idiom
ቢከፍቱ ተልባ,Idiom
ቢጠሩት አይሰማም,Idiom
ባህር ሸሸ,Idiom
ባለህበት ርጋ ,Idiom
ባለሱሪ,Idiom
ባለቅልጥም,Idiom
ባለአጥንት ,Idiom
ባለእጅ,Idiom
ባለኩል,Idiom
ባላባት,Idiom
ባልና ሚስቱ ድር እና ማግ ሆነዋል,Idiom
ባንድ አይቀር,Idiom
ባዝራዋ ተመታች,Idiom
ባይኑ ቂጥ አየ,Idiom
ባይኗ ወጋችው,Idiom
ባዶ እጅ ቀረ,Idiom
ባጭር አስቀረ,Idiom
ባጭር አታልም,Idiom
ቤቱ ተረጋጋ,Idiom
ቤቴ ተዘጋ,Idiom
ቤቴን እሳት ላፈው,Idiom
ቤት መታ,Idiom
ቤት ሞላ,Idiom
ቤት ሰረሰረ,Idiom
ቤት በመለስ,Idiom
ብስል ተቀሊል,Idiom
ብረት ሰሪ,Idiom
ብር ሸሸ,Idiom
ብቅል ረገጠ,Idiom
ብታደራልኝ አማግሁልህ,Idiom
ብትሰማ ይሻላል,Idiom
ብእር ነቀል ሆነ,Idiom
ተለሳለሰ,Idiom
ተላላሰ ,Idiom
ተላላፊ,Idiom
ተማክረው የፈሱት ፈስ አይሸትም,Idiom
ተምሳሌተ ብዙ ,Idiom
ተሞካከረ,Idiom
ተረባረበ,Idiom
ተረከዘ ሎሚ,Idiom
ተቃለለ,Idiom
ተቃመሰ,Idiom
ተቆለለ,Idiom
ተቆረቆረ,Idiom
ተቋቋመ,Idiom
ተቋጠረ,Idiom
ተእጅህ አትጣ,Idiom
ተከንችሮ አደረ,Idiom
ተከድኖ ይብሰል,Idiom
ታስቦ ዋለ,Idiom
ታረሰች,Idiom
ታቦት ነገሰ,Idiom
ታጥቦ ጭቃ,Idiom
ትልቁ ዳቦ ሊጥ ሆነ,Idiom
ትምህርት ቀለበ,Idiom
ትምህርት ቀላወጠ,Idiom
ትምህርት ቀሰመ,Idiom
ትከሻ ሰጠ,Idiom
ትዳሩ ሞላ,Idiom
ትዳሩ ሞቀ,Idiom
ትዳሩን አሸነፈ,Idiom
ቸር እግር ሄደ,Idiom
ቸበቸበው,Idiom
ቸብ አደረገ,Idiom
ቸንቧ ቸንቧ አለ,Idiom
ቸክ አለ,Idiom
ችሎት ተመለሰ,Idiom
ችክ ምንችክ አለ,Idiom
ችግር አለው,Idiom
ችፍ ችፍ አለ,Idiom
ነቀዝ,Idiom
ነቃ ነቃ አለ,Idiom
ነቃላ,Idiom
ነቃሽ,Idiom
ነበር ባይ,Idiom
ነበር ቤት አይሰራም,Idiom
ነበዝ አለ,Idiom
ነበፍስ ደረሰ,Idiom
ነክሶ ያዘ,Idiom
ነክረው ያወጡት,Idiom
ነወር አለ,Idiom
ነውረ ስጋ,Idiom
ነውር ጌጡ,Idiom
ነገረ ሰሪ,Idiom
ነገረ ፈጅ,Idiom
ነገሩ ረቀቀ,Idiom
ነገሩ አልጫ ሆነ,Idiom
ነገሩ ከሸፈ,Idiom
ነገሩን ረገጠ,Idiom
ነገሩን አመዛዘነ,Idiom
ነገሬን በጭቃ ውስጥ ጎተተው,Idiom
ነገር ለኮሰ,Idiom
ነገር ለደፈብኝ,Idiom
ነገር ሰራ,Idiom
ነገር ሸረበ,Idiom
ነገር ሸተተው,Idiom
ነገር ሻጠብኝ,Idiom
ነገር ቀረቀረብኝ,Idiom
ነገር ቆሰቆሰ,Idiom
ነገር ቆሰቆሰ,Idiom
ነገር ባፍ ባፉ አጎረሰው,Idiom
ነገር አላፊ,Idiom
ነገር አመላላሽ,Idiom
ነገር አረገዘ,Idiom
ነገር አርግዟል,Idiom
ነገር አከረረ,Idiom
ነገር አዋቂ,Idiom
ነገር ወዳድ,Idiom
ነገር ዘሪ,Idiom
ነገር ጫሪ,Idiom
ነገርን ነገር ያነሳዋል,Idiom
ነጋ ሌሊቱ ስጋ ሌማቱ,Idiom
ነጋ ጠባ,Idiom
ነግ በእኔ,Idiom
ነጣውን ሄደ,Idiom
ነጭ ለባሽ,Idiom
ነጭ እሾህ,Idiom
ነጭ ድሃ,Idiom
ነፍሰ ጡር,Idiom
ነፍሰ ጡር,Idiom
ነፍሱን ሳተ,Idiom
ነፍሱን አዋለ,Idiom
ነፍስ ሆነ,Idiom
ነፍስ አወቀ,Idiom
ነፍስ አውል,Idiom
ነፍስ አውጭ,Idiom
ነፍስ አድን,Idiom
ነፍስ አጠፋ,Idiom
ነፍስ ዘራ,Idiom
ናላ ቢስ,Idiom
ናላው ዞረ,Idiom
ናላው ዞረ,Idiom
ንስሀ ገባ,Idiom
ንቃይ,Idiom
ንቅስ ያለች,Idiom
ንክ,Idiom
ንክር,Idiom
ንዳድ,Idiom
ንግግሩ አላረካውም ,Idiom
ንጹህ አይደለችም,Idiom
ንጹህ እህት,Idiom
ንፍቅ እግር,Idiom
አሀዝ የሌለው,Idiom
አህል በእህል,Idiom
አህል አላሰኘውም,Idiom
አህል የቀመሰች አትመስልም,Idiom
አህያ አረደ,Idiom
አህያ ከአመዱ,Idiom
አህያ የማትችለው ዝናብ,Idiom
አለሁ አለሁ ባይ,Idiom
አለልክ,Idiom
አለመኛ ሆነ,Idiom
አለም አየ,Idiom
አለምን ናቀ,Idiom
አለምን አሸነፈ,Idiom
አለባበሰ,Idiom
አለብላቢት ምላስ,Idiom
አለንጋ ጣት,Idiom
አሉባልታ,Idiom
አሉታና ጽድቅ,Idiom
አላምጠው የተፉት,Idiom
አላቂ እቃ,Idiom
አላዋቂ ሳሚ,Idiom
አላፊ አግዳሚ,Idiom
አላፊ ጠፊ,Idiom
አልሚ እና ለሚ ,Idiom
አልሞት ባይ ተጋዳይ,Idiom
አልባሌ መሰለ,Idiom
አልብሽኝ አንተርሽኝ,Idiom
አልቦ መጋት,Idiom
አልተቀራረቡም,Idiom
አልኮስኩሶ በላ,Idiom
አልጋ በአልጋ ነው መንገዱ,Idiom
አልጋ ነቀነቀ,Idiom
አልጋ ወራሽ,Idiom
አልጋ ወራሽ,Idiom
አልጋው ፈረሰ,Idiom
አልጫ ፍቅር,Idiom
አልፎ አልፎ በሽታ ይጎበኘዋል,Idiom
አመለ ቁርንጭ,Idiom
አመለ ቢስ,Idiom
አመለ ናጫ,Idiom
አመለ ወላንዳ,Idiom
አመለከተ,Idiom
አመለጠው,Idiom
አመሉ አልሰከነም,Idiom
አመሉ ገደለኝ,Idiom
አመል ነሳ,Idiom
አመልህን ሰብስብ,Idiom
አመሳቅሎ ለበሰ,Idiom
አመሳከረ,Idiom
አመስጋኝ አማሳኝ,Idiom
አመረረ,Idiom
አመት አመት ድገመኝ,Idiom
አመት እለት ነው,Idiom
አመዳም,Idiom
አመዴ ቡን አለ,Idiom
አመዴ ወጣ,Idiom
አመድ ላይ ተንከባላይ,Idiom
አመድ አፋሽ,Idiom
አመድ አፍሽ,Idiom
አመድ ፈጭ,Idiom
አሚን ሚስት,Idiom
አማርኛ,Idiom
አማታ,Idiom
አምቡላውን አነሳ,Idiom
አምባ ለአምባ ባይ,Idiom
አምባ አድምቅ,Idiom
አምባር ሰበረ,Idiom
አምባጓሮ,Idiom
አምባጓሮ አነሳ,Idiom
አምጦ ተናገረ,Idiom
አሞራ ክንፍ,Idiom
አሞራ ክንፍ,Idiom
አሞራው,Idiom
አሞተ ቢስ,Idiom
አሞቱ ዳውላ አከለ,Idiom
አሞቱ ፈሰሰ,Idiom
አሞት ያለው,Idiom
አሟልቶ ሰጠው,Idiom
አሰለጥ ሌባ ,Idiom
አሲዳም,Idiom
አሳልፎ ሰጠ,Idiom
አሳማ ሆድ,Idiom
አሳረፈው,Idiom
አሳሩን ቆጠረ,Idiom
አሳሩን ጠፈጠፈ,Idiom
አሳበ ሩቅ,Idiom
አሳበ ቢስ,Idiom
አሳቢዬ,Idiom
አሳብ የለሽ,Idiom
አሳት አየው,Idiom
አሳት አፍ,Idiom
አሳቻ ሰው,Idiom
አሳዳጊ የበለው,Idiom
አስልቶ መታው,Idiom
አስመለከተህና,Idiom
አስመታ,Idiom
አስረሽ ምቺው ,Idiom
አስረግጠህ ንገረኝ,Idiom
አስብ ያለው,Idiom
አስብቶ አራጅ,Idiom
አስታመመ,Idiom
አስታመመ,Idiom
አስክስ አለብኝ,Idiom
አስወረደ,Idiom
አስወጣሁት,Idiom
አስደገደገ,Idiom
አረስተ ነገር,Idiom
አረቄ ወገብ,Idiom
አረገደ,Idiom
አረግ መዘዘ,Idiom
አረፈ,Idiom
አሩን ሲበላ ከርሞ መጣ,Idiom
አሩን በላው,Idiom
አራስ ነብር,Idiom
አራዳውን ንገረኝ,Idiom
አራገጠ,Idiom
አራገፈ,Idiom
አር የነካው እንጨት,Idiom
አር የነካው እንጨት,Idiom
አርሶ በላ,Idiom
አርሶ ዘነበ,Idiom
አርቆ አጠረ,Idiom
አርበ ወጥ,Idiom
አርቲ ቡርቲ,Idiom
አርከፈከፈብን,Idiom
አርጃኖ ገላ,Idiom
አርፈህ ተቀመጥ,Idiom
አሸሼ ገዳሜ,Idiom
አሸበሸበ,Idiom
አሸቦ ፊት,Idiom
አሸናው,Idiom
አሻራ ቢስ,Idiom
አሻሮ ቃሚ,Idiom
አሻሻጭ,Idiom
አሾ ገመዳ,Idiom
አቃለጠ,Idiom
አቃቤ ሰአት,Idiom
አቃቤ ስራይ,Idiom
አቅለ ቢስ,Idiom
አቅመ ሄዋን,Idiom
አቅመ ቢስ,Idiom
አቅመ አዳም አደረሰ,Idiom
አቋቋሚኝ,Idiom
አበሳ አስየው,Idiom
አበሳው ወረሰ,Idiom
አበስኩ ገበርሁ,Idiom
አባ ሙላት,Idiom
አባ ሰንጋ,Idiom
አባ ውዳቂ,Idiom
አባ ይረባ,Idiom
አባ ጥረገው,Idiom
አባይ ሌባ ሻይ ,Idiom
አባይ ሚዛን ,Idiom
አባጣ ጎባጣ,Idiom
አብሮ ሳቀ,Idiom
አቦ አቦ አለ,Idiom
አታረግርግብኝ,Idiom
አታቀርሽብኝ,Idiom
አታቃጥር,Idiom
አታናጥርብኝ,Idiom
አትልከፈኝ,Idiom
አትተሻሽ,Idiom
አትከመርብኝ,Idiom
አትፍረድ ይፈረድብሃል,Idiom
አነሳሽ,Idiom
አነባብሮ,Idiom
አነጋገሩ ቀለለ,Idiom
አናዘዘው,Idiom
አናጋጅ,Idiom
አናፈጠው ,Idiom
አንስት መሬት,Idiom
አንቃር መታው,Idiom
አንቅሮ ተፋው,Idiom
አንተ ትብስ አንተ ትብስ ተባባለ,Idiom
አንደበተ ስል,Idiom
አንደበተ ስል,Idiom
አንደበቱ ረታ,Idiom
አንደበቱ የተለቀመ,Idiom
አንዱ በቃኝ,Idiom
አንዳንዴ በዋልድባም ይዘፈናል,Idiom
አንድ ሰበር,Idiom
አንድ ራሱን ,Idiom
አንድምታ,Idiom
አንጀተ ደንዳና,Idiom
አንጀተ ጥኑ,Idiom
አንጀቱ ራሰ,Idiom
አንጀቱ ቆረጠ,Idiom
አንጀቱ ተቆረጠ,Idiom
አንጀቱ አረረ,Idiom
አንጀቱን ቋጥሮ,Idiom
አንጀቱን አሰረ,Idiom
አንጀቴ,Idiom
አንጀቴ ራሰ,Idiom
አንጀቴ ቁልፍ አለ,Idiom
አንጀቴ ቅቤ ጠጣ,Idiom
አንጀቴ ቅቤ ጠጣ,Idiom
አንጀቴን በላው,Idiom
አንጀቴን አለበኝ,Idiom
አንጀት ለአንጀት,Idiom
አንጀት በጣሽ,Idiom
አንጀት አርስ,Idiom
አንጀት የለውም,Idiom
አንገተ ሰባራ,Idiom
አንገተ ቅልስልስ,Idiom
አንገተ ቢስ,Idiom
አንገተ ወፍራም,Idiom
አንገተ ደንዳና,Idiom
አንገተ ደንዳና,Idiom
አንገቱን መዘዘ,Idiom
አንገቱን ሰበረ,Idiom
አንገቱን ረገጠው,Idiom
አንገቱን ቀለሰ,Idiom
አንገቱን ነቀነቀ,Idiom
አንገቱን ነቀነቀ,Idiom
አንገቱን ደፋ,Idiom
አንገት ለአንገት,Idiom
አንገት የሌለው,Idiom
አንጡራ ሀብት,Idiom
አእምሮ ገዛ,Idiom
አእምሮው ላሽቋል,Idiom
አከናነበ,Idiom
አካለ መጠን,Idiom
አካላቴ,Idiom
አካፋ እግር,Idiom
አክርሚኝ,Idiom
አክንባሎ ሰበረ,Idiom
አወረደ,Idiom
አወቃት,Idiom
አወዳደቄን አሳምርልኝ,Idiom
አዋሽ ነው,Idiom
አውራ ምስክር,Idiom
አውቆ አበደ,Idiom
አውቆ ፈረንጅ,Idiom
አውድማን ረገጠ,Idiom
አውጠኝ ላውጥህ,Idiom
አዉራ ሌሊት,Idiom
አዉራ ሰው,Idiom
አዉራ አዘል,Idiom
አዉራ ጣቱን ጠባ,Idiom
አዉሬ ቀሰቀሰ,Idiom
አዉጫጭኝ,Idiom
አዘን ተቀመጠ,Idiom
አዘዘበት,Idiom
አዛዩን ነካሽ,Idiom
አያልፉሽ,Idiom
አያያዙ አያምርም,Idiom
አይመስሉ መስሎ,Idiom
አይሞላለት,Idiom
አይነ ሌባ,Idiom
አይነ ልም,Idiom
አይነ ልም ,Idiom
አይነ ምድር,Idiom
አይነ ሰባራ,Idiom
አይነ ስቡን አለው,Idiom
አይነ ስጋ,Idiom
አይነ ቀላዋጭ,Idiom
አይነ ቁራኛ,Idiom
አይነ በጎ,Idiom
አይነ ወግ,Idiom
አይነ ውሃ,Idiom
አይነ ዉሃ,Idiom
አይነ ደረቅ,Idiom
አይነ ደረቅ,Idiom
አይነ ገመድ,Idiom
አይነ ገብ,Idiom
አይነ ጉበኛ,Idiom
አይነ ጥላ,Idiom
አይነ ጥላው ተገለጠለት,Idiom
አይነሌባ,Idiom
አይነስረውም,Idiom
አይኑ ሞቷል,Idiom
አይኑ ሰረቀ,Idiom
አይኑ ቀላ,Idiom
አይኑ ቀላ,Idiom
አይኑ ባከነ,Idiom
አይኑ ተሸነፈ,Idiom
አይኑ ተንከራተተ,Idiom
አይኑ ታወከ,Idiom
አይኑ አረገዘ,Idiom
አይኑ ወለቀ,Idiom
አይኑ ይሳሳል,Idiom
አይኑ ደም ለበሰ,Idiom
አይኑ ደም ጎረሰ,Idiom
አይኑ ደገደገ,Idiom
አይኑ ጠገበ,Idiom
አይኑ ጠፋ,Idiom
አይኑ ፈዘዘ,Idiom
አይኑን ላፈር,Idiom
አይኑን ሰቅሎ አየ,Idiom
አይኑን በአይኑ አየ,Idiom
አይኑን ተከለ,Idiom
አይኑን አነሳ,Idiom
አይኑን አያሳየኝ አለ,Idiom
አይኑን ከደነ,Idiom
አይኑን ወረወረ,Idiom
አይኑን ጣለ,Idiom
አይኑን ጣለ,Idiom
አይኔን እጠቡኝ አለ,Idiom
አይኔን ገለጥሁ,Idiom
አይን ለአይን ተሳበረ,Idiom
አይን በቁና ይሰፍራል,Idiom
አይን አር,Idiom
አይን አወጣ,Idiom
አይን አወጣ,Idiom
አይን አዋጅ,Idiom
አይን አዋጅ ሆነበት,Idiom
አይን አውጣ,Idiom
አይን አፋር,Idiom
አይንህ ላፈር አለ,Idiom
አይንና አፈር,Idiom
አይጥ በበላ ዳዋ ተመታ,Idiom
አይጥ አፍ,Idiom
አይጥና ድመት,Idiom
አይፈሩ ፍራት ያዘው,Idiom
አደረጋት,Idiom
አደራ በላ,Idiom
አደራ ከታች,Idiom
አደብ ገዛ,Idiom
አዳሬ ብዬ,Idiom
አዳር አይበለው,Idiom
አድማ መታ,Idiom
አድማ መታ,Idiom
አጄን አጠበኝ,Idiom
አገረ ገብ,Idiom
አገር ምድር,Idiom
አገር ረጋ,Idiom
አገር ቂጥ,Idiom
አገር ተመታ,Idiom
አገር አለማ ,Idiom
አገር አቅኚ,Idiom
አገር አዋይ,Idiom
አገር ይያዝልኝ አለ,Idiom
አጉራ ዘለል,Idiom
አጉራ ዘለል,Idiom
አጉራህ ጠናኝ,Idiom
አጉራህ ጠናኝ,Idiom
አጋም አዙርበት,Idiom
አግርህ ይጡም,Idiom
አግድም አደግ,Idiom
አጥመ ርስት,Idiom
አጥሩ አረገዘ,Idiom
አጥባቂ ፈረስ,Idiom
አጥንተ ጥሩ,Idiom
አጥንቱ ገጧል,Idiom
አጥንቴ እሾህ ሆኖ ይውጋህ,Idiom
አጥንት የለሽ ,Idiom
አጥፍ ዘርጋ የሚል,Idiom
አጨብጫቢ,Idiom
አጸደ ስጋ,Idiom
አጸደ ነፍስ ,Idiom
አጽመ ርስት,Idiom
አፈ መምህር,Idiom
አፈ ሙዝ,Idiom
አፈ ማር,Idiom
አፈ ቅቤ,Idiom
አፈ ቅቤ,Idiom
አፈ ከባድ,Idiom
አፈ ጢቀኛ ሆነ,Idiom
አፈሩን ገለባ ያድርግለትና ,Idiom
አፈር  ይቅለለው,Idiom
አፈር ሆነ,Idiom
አፈር መለሰ,Idiom
አፈር መስሏል,Idiom
አፈር መስሏል,Idiom
አፈር መሬት በላ,Idiom
አፈር ቀመሰ,Idiom
አፈር ቃም,Idiom
አፈር በተነ,Idiom
አፈር አልባሽ,Idiom
አፈር ይብላን,Idiom
አፈር ይፈጫል,Idiom
አፈር ገፊ,Idiom
አፈር ገፊ,Idiom
አፈር ጠራው,Idiom
አፈርሳታ አወጣ,Idiom
አፈን ነጠበው,Idiom
አፈፍ አለ,Idiom
አፈፍ አደረገ,Idiom
አፉ ተሸበበ,Idiom
አፉ ተያዘ,Idiom
አፉ ጋን ጋን ይላል,Idiom
አፉን ለቀቀ,Idiom
አፉን አሟሸ,Idiom
አፉን አሟሸ,Idiom
አፉን አሾለ,Idiom
አፉን አሾለ,Idiom
አፉን አቆመ,Idiom
አፉን አዳጠው,Idiom
አፉን ከረከመ,Idiom
አፉን ያሞጠሙጣል,Idiom
አፉን ፈታ,Idiom
አፋሽ አከንፋሽ,Idiom
አፋሽ አጎንባሽ,Idiom
አፌን በዳቦ,Idiom
አፌን በዳቦ,Idiom
አፌን ደም ደም አለው,Idiom
አፍ ሌላ ልብ ሌላ,Idiom
አፍ አወጣ,Idiom
አፍ ያለው ጤፍ ይቆላል,Idiom
አፍህ ይጡም,Idiom
አፍለኛ እንጀራ,Idiom
አፍላ ጊዜ,Idiom
አፍረተ ስጋ,Idiom
አፍረቱን ጣለ,Idiom
አፍን ይበላዋል,Idiom
አፍንጫ አቅልጥ,Idiom
አፍንጫውን ያዘ,Idiom
አፍአ ወጣ,Idiom
እለተ ሞት,Idiom
